Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDN22,4158.74523749313,OUT035
NCF30,3444.8699363285996,OUT027
FDK03,4228.234937582552,OUT035
FDT45,1015.6729131234449,OUT017
NCC54,5208.919660521237,OUT027
FDP08,2856.8207331866047,OUT018
FDU44,2636.7597417184697,OUT046
DRG39,1004.4266825540849,OUT035
FDU32,2051.9203926554437,OUT049
FDY27,2997.698053484858,OUT049
NCP54,1974.840457653033,OUT013
NCZ41,2093.0498705378377,OUT049
DRL49,2302.2914835686947,OUT013
FDI05,1010.4544773891012,OUT018
FDY56,3551.990388433615,OUT045
DRC13,2056.5990184775856,OUT013
NCV29,2927.294660580021,OUT017
FDR24,1577.567585240361,OUT049
FDZ34,2758.276557703744,OUT018
FDP37,2168.186509188696,OUT035
FDX08,4321.553719149137,OUT027
FDS57,2188.1171325632417,OUT045
NCG18,1720.2467549408502,OUT049
FDK25,2449.002972587233,OUT018
FDH53,1451.5454186112431,OUT049
DRI59,3232.3357081284767,OUT018
FDA52,2853.402873373518,OUT046
FDT20,-1264.9591315272332,OUT010
FDE36,724.6901025518193,OUT019
FDI24,2878.9861000214337,OUT017
FDB28,2880.690340670138,OUT018
FDV11,2954.0014914628514,OUT017
FDP01,2492.761158161044,OUT046
FDD34,4022.7201359467717,OUT027
FDJ50,2317.282823385497,OUT027
FDZ44,1933.2929870722214,OUT013
DRO59,1363.1105354889414,OUT035
DRB48,620.1099019210433,OUT045
FDR21,2504.5994399336682,OUT018
NCE42,1762.4381078466408,OUT010
FDO23,1508.3447239359677,OUT046
NCE30,3056.2723826754195,OUT018
FDQ22,785.3696623235496,OUT035
FDY01,1824.9489298974881,OUT045
FDS08,2928.51219270541,OUT017
FDG28,3659.165921570104,OUT018
FDQ51,567.8178402585152,OUT018
FDB05,4043.4781809695432,OUT017
FDO56,2009.0699208718324,OUT049
FDE02,1270.9042661124572,OUT018
FDN45,3630.5787707334575,OUT017
FDS09,891.5783443865894,OUT013
NCA54,2574.1295540093856,OUT018
FDP09,1446.7883521021854,OUT010
FDC53,1529.9085719301456,OUT045
NCM55,3035.628345709027,OUT017
FDL09,2448.496372821983,OUT018
FDA11,-395.1060857718598,OUT019
FDA50,1457.994992759902,OUT045
FDC23,2942.165587963573,OUT017
FDE22,2626.574973446738,OUT049
FDD23,3005.256690746294,OUT046
NCA29,2815.189050451837,OUT049
FDK38,2345.753289885785,OUT046
DRC13,1973.8549662227388,OUT046
NCP43,2913.4212559550842,OUT049
FDX28,1707.1703771476596,OUT049
FDF08,1592.5580807065935,OUT049
FDZ33,2382.804095564211,OUT046
FDD10,2971.3786943640653,OUT049
FDO58,2684.808118868725,OUT017
FDI50,3782.1653182681957,OUT017
FDO58,2564.719205209572,OUT045
FDX08,2903.461544221103,OUT013
NCK17,-1251.883830339036,OUT010
FDF39,4318.383738205438,OUT035
FDU45,-78.42418051794226,OUT010
NCJ18,1583.0574509595203,OUT018
DRC27,1968.8372721140745,OUT019
DRC25,1510.981979613778,OUT035
FDU59,2702.4016887765542,OUT035
FDU28,3250.7642982845905,OUT035
NCP30,664.5958064739903,OUT046
FDB39,636.5946269185965,OUT018
FDE41,1474.1795087107678,OUT013
DRH11,-999.5223936045269,OUT010
FDA58,3662.595386641221,OUT045
FDU50,1892.9410064867993,OUT046
FDM34,2102.538532217101,OUT013
FDM44,3093.475799406855,OUT027
FDR39,2845.960163524411,OUT045
FDM25,2762.772106589327,OUT045
FDQ49,2626.5024470728413,OUT049
DRH25,573.8238692129976,OUT018
FDM09,4208.000930885181,OUT027
FDL44,661.5190566533113,OUT019
NCR42,257.45848177070036,OUT018
DRL59,857.6113580042932,OUT046
FDX43,2710.213063699355,OUT013
DRK47,1649.6230817794321,OUT010
FDU48,1826.2952153828733,OUT018
FDY12,811.2381508860703,OUT045
NCN43,1659.5304422566555,OUT018
NCM55,2615.949443361658,OUT018
FDQ21,3485.7281752134622,OUT027
FDX13,4107.389853208552,OUT035
NCK30,5422.630182220468,OUT027
FDG20,2923.051733484587,OUT049
DRG27,766.3905700474563,OUT017
FDY14,3892.0283937944496,OUT018
FDP59,1837.76058325464,OUT035
FDU60,2888.9501351356616,OUT017
NCC18,808.7244375689252,OUT019
DRJ39,3534.171532389295,OUT017
FDS07,1919.0978328750862,OUT049
FDM08,5009.497422255925,OUT027
FDP51,1902.1507844385292,OUT045
FDU16,1515.0365155044315,OUT035
FDH12,1745.5544747510644,OUT013
DRE48,1169.9766878571027,OUT010
NCL42,5281.636687062396,OUT027
FDR21,2749.7322895419434,OUT045
NCW29,2218.718490967531,OUT035
FDO11,4028.438978403008,OUT013
NCM31,2326.768431728672,OUT049
FDV35,573.5473531716673,OUT019
FDF58,1118.2163514255353,OUT017
NCE43,2759.467689330083,OUT049
FDA02,2479.422262183956,OUT035
DRL37,-1187.5332236897707,OUT010
FDR24,1238.394974296643,OUT018
FDW59,1440.8779926234158,OUT049
FDS22,890.7474700874175,OUT049
FDW24,934.4536125187421,OUT017
FDU24,1717.1902933421175,OUT035
FDA21,4408.237036931581,OUT027
FDH58,3326.7481633741445,OUT027
FDW36,1395.0929398276808,OUT018
FDI45,4199.855182133539,OUT027
FDU01,2767.925477050873,OUT018
FDF35,3205.8746237201785,OUT027
FDU43,1889.4467357859244,OUT019
FDE24,399.41953789735294,OUT019
FDK50,2690.852782065089,OUT049
FDG31,969.5486599141507,OUT045
FDC60,1435.601081769574,OUT045
FDL36,1491.0677313132985,OUT013
FDP21,3079.1507660783113,OUT013
FDW16,1436.7056939413856,OUT045
FDX02,3655.136673552709,OUT017
FDQ58,3904.6708736195233,OUT027
FDT51,1819.818850429941,OUT046
FDD59,1424.2964615924245,OUT049
NCM42,1451.7184443789772,OUT018
FDA57,404.42645994927796,OUT018
FDZ48,2002.0098393706862,OUT035
FDE46,2357.7251783254083,OUT045
NCZ30,7.19390769279903,OUT019
FDB56,3130.6725292494316,OUT017
FDA25,3173.7101125067475,OUT027
FDD20,2098.754164908183,OUT013
FDL25,1568.9281928755272,OUT013
NCO18,2882.169821256003,OUT049
FDJ45,699.7251827889465,OUT017
FDR12,2892.1409149195138,OUT035
NCF19,-1152.080107205145,OUT010
FDK25,2688.6323549480644,OUT046
NCR17,1804.689080245409,OUT046
FDC52,2459.691208529926,OUT046
NCA54,2953.354707944785,OUT017
FDR45,1863.8612128430982,OUT010
NCM19,1890.569408407985,OUT049
FDF39,5646.962270203915,OUT027
FDX23,1657.490738015029,OUT049
FDD58,3057.4770965640737,OUT027
FDX28,1654.5864175202032,OUT013
NCD31,2590.0058564446754,OUT013
FDU57,2166.883885851604,OUT018
FDI27,806.753182388092,OUT046
NCM42,1713.1330450445057,OUT046
FDD32,2811.2354593087193,OUT027
FDI34,3691.158878899236,OUT013
NCM29,2148.161315135133,OUT049
FDG46,1576.51238455473,OUT018
DRC01,-1070.97352818831,OUT010
FDB15,5602.993480066526,OUT027
NCA17,3817.9919578394965,OUT027
FDF10,2402.6191178587715,OUT046
FDR26,4286.957433983337,OUT027
FDI02,1938.3192123853141,OUT049
NCM54,98.55703769433171,OUT010
FDF14,2439.9280315772576,OUT013
FDJ33,67.53680175687668,OUT010
FDM20,4024.2657141985173,OUT035
FDC03,4593.68874739722,OUT027
NCX05,1843.841352307436,OUT046
NCM41,2910.4290209967467,OUT027
NCU29,414.2847708674094,OUT010
FDQ59,1500.2207577643876,OUT017
FDH46,-237.82303535000534,OUT010
FDH09,877.3911188767945,OUT013
NCD06,688.6522268408773,OUT045
FDC15,2620.8156171971755,OUT035
DRD37,2191.6310593200196,OUT027
FDT28,3830.885437170079,OUT027
FDR28,4093.316692490571,OUT027
FDT38,1499.6353559987247,OUT017
FDV34,2717.4683220739134,OUT027
FDY52,1236.7522198641773,OUT035
FDB34,1422.8931987446629,OUT013
DRL23,1402.6311922075424,OUT018
DRB24,2439.8509652691796,OUT046
FDJ50,893.7136737307001,OUT046
FDQ49,2642.2504776731926,OUT035
FDP20,2135.3298442652126,OUT035
FDV19,4023.727342750376,OUT027
NCR54,3016.84873878779,OUT045
FDO09,2243.416905446885,OUT010
FDS57,2005.2208258867645,OUT018
FDN10,1980.7193987731644,OUT049
FDV23,2107.0716323942843,OUT049
FDY28,3531.186252832531,OUT049
DRG51,2597.5713761028946,OUT013
FDD45,-394.76387182513207,OUT019
NCL18,4484.063337566886,OUT027
NCM29,2090.910895319468,OUT013
FDF17,4561.12833517031,OUT027
FDE22,2671.2947659337055,OUT017
FDQ22,741.2138370525531,OUT017
FDS01,2882.6111040647384,OUT013
FDW35,2162.740246281146,OUT027
FDJ33,2031.3781700155218,OUT046
NCF54,2844.7858937008664,OUT035
FDE09,1798.3182927065336,OUT013
NCE06,2475.178452522597,OUT045
DRH49,1390.8192473856845,OUT049
FDY43,2637.9544313342044,OUT045
NCT05,4096.025386021602,OUT017
FDZ34,2973.8471332837194,OUT045
FDL38,1561.4364484738421,OUT017
FDZ31,3159.875081576954,OUT017
FDR14,1071.553398357075,OUT035
NCN54,1349.9343524229205,OUT049
NCC42,3653.757541686514,OUT027
FDK08,1819.88528505551,OUT017
FDP59,1770.9854448334636,OUT013
FDV22,2682.6457718006563,OUT035
FDD33,3845.5767879203686,OUT035
DRE60,5028.222783501489,OUT027
FDK52,3586.0003649133605,OUT046
FDA02,2477.275856803401,OUT017
FDM56,1854.4401306950394,OUT049
FDE57,2401.5838773939154,OUT035
FDM32,1366.7769367110511,OUT045
NCQ30,3371.351206371535,OUT027
FDQ27,3240.2447561902472,OUT027
FDT60,3449.339372018754,OUT027
FDU43,3932.1561874413446,OUT049
NCO55,1834.5028103593172,OUT035
FDG02,2958.1887866053844,OUT045
FDJ28,3054.306606121818,OUT013
FDP40,1770.042088864449,OUT045
FDJ38,2994.8611001362146,OUT045
NCC54,3894.40357903733,OUT017
NCZ41,1979.5053590482685,OUT046
FDK38,522.5232131550822,OUT019
FDU52,2502.790905123755,OUT013
FDC40,1282.6498072842865,OUT046
NCR30,1289.5922387596174,OUT017
NCN18,1873.5615942956588,OUT017
FDB50,1422.1886128817905,OUT035
FDG04,3013.1199171599633,OUT013
FDR26,2956.585339017432,OUT035
NCT17,2684.6547530047205,OUT018
FDX35,5078.630482319327,OUT027
FDS12,2040.0557728153826,OUT046
NCZ29,3438.4306916434416,OUT027
FDB38,687.9994500113255,OUT010
FDP12,707.3208316165119,OUT013
FDP22,899.9797751922363,OUT046
FDS26,3838.2692052484663,OUT018
FDR52,3083.6944370728274,OUT046
DRJ13,2547.6641752572805,OUT046
FDU48,3540.877824766575,OUT027
FDE29,1144.7183389237243,OUT035
NCT29,2021.6930788007276,OUT049
DRK37,2699.1878957211493,OUT018
FDK55,1416.9030331381948,OUT046
FDR07,1548.4133007032397,OUT046
FDO21,5044.1068712510005,OUT027
FDK46,4210.155138499622,OUT049
FDB12,1656.5033168661562,OUT045
FDT31,4445.282798774475,OUT027
FDJ33,1965.3084560247985,OUT045
FDC26,3215.3995055643227,OUT027
NCQ02,2889.1460890557887,OUT045
FDP08,1187.1455284565222,OUT010
FDB11,5021.887633628936,OUT027
FDV55,2360.858486503205,OUT013
FDW20,2042.510093090379,OUT049
NCJ18,3.744240153462897,OUT019
FDC41,953.7759622974645,OUT018
FDE14,3124.847642350559,OUT027
FDG35,2856.7983422017846,OUT013
FDF45,1132.374923368532,OUT035
FDS19,2753.3693229335095,OUT027
FDS58,670.9795234756327,OUT019
FDA26,3631.829638657432,OUT017
FDM32,1518.3852198450893,OUT049
FDL45,2022.3693109595442,OUT046
FDZ55,2640.118171429378,OUT049
FDY37,2395.3431235528287,OUT049
FDO46,3067.253438528828,OUT046
FDQ60,1959.7540603234138,OUT046
FDA19,1805.9790173165652,OUT018
FDL15,2454.2301666224025,OUT046
FDM10,3091.4279101251045,OUT018
NCL05,795.1230436677865,OUT017
DRK49,-1225.5866666548882,OUT010
NCE18,5391.4008232513215,OUT027
FDG40,687.7478849757852,OUT049
DRI59,3426.123971274964,OUT045
FDK28,4189.868344682041,OUT035
NCD06,-1152.9447150937328,OUT019
FDO11,2089.812823755896,OUT019
FDK27,1914.8073210547664,OUT046
FDT43,2287.985937402138,OUT027
FDD38,1407.66189355476,OUT018
FDA16,3575.896166065506,OUT049
FDL14,3943.680061238383,OUT027
NCM17,810.5997289120646,OUT049
FDD20,1915.1834468373258,OUT045
FDA40,1464.1354318819974,OUT045
FDL43,1198.5996007217184,OUT045
FDV15,1586.506948964192,OUT045
FDE52,1490.3979228118242,OUT046
NCL17,351.0097615200607,OUT010
NCJ31,3684.042047494894,OUT045
FDR60,1208.1763618295768,OUT045
NCA18,1974.4976687488916,OUT035
FDS21,2531.048426133515,OUT027
FDW09,1459.6405646669382,OUT035
FDL26,2661.0670531229193,OUT035
FDS47,1163.8184692453517,OUT018
FDC39,3269.5645725934332,OUT046
FDT51,1970.8938900083785,OUT035
FDK40,4295.456136720796,OUT035
NCG19,3628.1910908349373,OUT045
FDZ07,1060.8958572080178,OUT046
FDF08,2930.5045701573663,OUT027
FDO04,945.4634106087537,OUT013
FDK41,1074.8933671223292,OUT018
FDP15,4128.794177625465,OUT049
NCD43,1382.4450738673675,OUT018
NCP18,2377.179002605278,OUT013
FDZ51,1610.7737037229417,OUT046
DRH13,1871.593670645359,OUT035
FDF38,653.1217505382219,OUT045
NCI43,725.5818511672592,OUT045
FDM38,2394.3092766520513,OUT027
FDS03,1096.5543194328689,OUT013
DRJ47,2807.5909493969775,OUT017
FDT50,-303.4695392444299,OUT010
FDV02,2738.469749838905,OUT046
NCG18,1747.8514663175752,OUT017
FDW52,2657.832531611576,OUT046
FDS40,759.8444779322313,OUT035
FDN31,3132.450668964429,OUT017
FDA37,1945.7442038968543,OUT045
FDA15,3944.7854257993085,OUT046
FDL39,2913.7151129793974,OUT046
FDJ53,1887.0688305256103,OUT045
FDX22,3406.159082988071,OUT013
NCZ42,3676.61730424687,OUT045
FDD56,4289.304634581313,OUT027
FDD40,3208.701808782301,OUT017
FDS50,3518.169722966291,OUT013
NCN14,2996.5956279755455,OUT013
FDT15,2979.882178474816,OUT013
NCS18,3162.183235934749,OUT027
NCO26,-102.13462093273068,OUT010
FDF58,734.3236932298871,OUT018
NCB19,1408.59141403426,OUT013
FDH26,2392.7760620252716,OUT017
DRB24,3868.3002057900385,OUT027
FDA49,1119.5669847518318,OUT018
FDB32,1472.4807972229585,OUT045
FDI36,3321.1373207061474,OUT017
NCA17,433.25291606026576,OUT010
FDH22,2036.8022906097758,OUT013
NCM26,2203.4894579686893,OUT018
FDT15,4399.446539816329,OUT027
FDB16,1133.8840737490812,OUT018
NCP54,3401.434585029874,OUT027
FDJ36,1719.8906938095215,OUT013
FDO28,1852.7402599674829,OUT045
FDU09,974.2530998138823,OUT013
FDF29,2203.8665543548336,OUT017
FDY08,2316.80796283858,OUT013
DRJ59,337.7070831309901,OUT018
FDT23,2783.5684473883975,OUT027
FDU15,408.03535587374074,OUT018
FDT47,1636.2328101369803,OUT013
FDI53,789.2948101179543,OUT019
FDR59,3901.0593149524693,OUT018
FDD53,828.601786406352,OUT035
FDY51,3580.7019760770736,OUT017
FDT04,743.3958349225074,OUT049
FDU51,2944.8062325919345,OUT049
FDG14,2602.7879541278858,OUT035
NCU06,3554.573703113347,OUT045
DRG25,2933.447908307093,OUT046
DRH49,1482.8067206868568,OUT035
FDN15,2361.764395015601,OUT035
FDL43,965.9135885879703,OUT018
NCT18,2966.365128409575,OUT049
NCB31,4123.915636020798,OUT013
FDK57,2055.0945155994373,OUT035
FDY04,729.8057546776765,OUT019
NCP54,1921.658601108999,OUT046
FDF41,3889.3143444182015,OUT013
FDM01,1688.1655182241702,OUT045
FDW03,1654.1571483000985,OUT045
FDF28,1938.5718260848303,OUT045
FDY37,2408.944766715196,OUT017
FDQ03,3892.2422641121357,OUT017
FDP51,3415.0366933859723,OUT027
FDJ40,1926.9019394747024,OUT017
FDC32,1605.9865424943455,OUT049
DRI49,2760.696614210716,OUT027
NCW54,996.3888032153295,OUT017
FDF09,749.06653494119,OUT017
FDP45,3718.6897983579947,OUT018
DRJ23,2672.2757855593345,OUT018
FDS59,1929.085643858572,OUT017
FDY08,2260.514849637703,OUT046
FDX16,2451.748047219822,OUT049
FDY16,2692.125433373599,OUT018
FDK32,2682.876195680909,OUT035
FDQ22,698.3678498549089,OUT013
NCC31,2180.909930836972,OUT018
FDG58,2588.1725986364336,OUT049
DRF48,3014.170734459957,OUT013
DRH36,1276.960182409293,OUT049
NCR30,1347.7500268020194,OUT035
FDB03,1964.9206935100915,OUT019
FDZ28,3510.7050469228634,OUT027
FDR35,3247.354548256975,OUT017
DRD15,5109.621481960588,OUT027
FDJ33,128.78080082346514,OUT019
FDA56,9.844558068147762,OUT010
FDP56,803.2826377743311,OUT046
NCT30,780.1873234006739,OUT046
FDK15,1720.8260837680104,OUT017
FDH44,2167.967388241213,OUT018
FDV01,2531.948035944107,OUT013
DRG03,2514.6345663192815,OUT017
FDG50,2902.5273893093,OUT027
FDR16,1525.694476682214,OUT010
FDZ60,1731.6990589618918,OUT046
DRG03,2371.2066888006766,OUT045
FDS56,3929.527231325994,OUT018
FDU33,734.6925850318303,OUT045
DRD27,1723.403531085131,OUT035
FDW22,3631.347452405902,OUT046
DRA24,2550.3352810440483,OUT045
FDF38,800.0623070022618,OUT049
FDX48,2528.027547181009,OUT013
FDS58,2323.1806504710908,OUT018
FDC32,1500.221289992961,OUT046
NCQ29,4034.5166779762694,OUT045
DRK39,1070.6854107292136,OUT018
NCS38,1911.8075969490787,OUT017
DRO47,1814.990600106294,OUT013
DRG27,2148.185868086619,OUT027
FDC57,4526.754966583424,OUT027
FDS55,2341.108195366813,OUT046
NCJ06,1615.3005396748472,OUT018
FDO01,210.98049034058317,OUT019
NCM55,2851.746868308754,OUT045
FDC52,2563.8998671143363,OUT049
FDQ15,1273.6862500020593,OUT045
NCT30,2220.7037670614654,OUT027
NCR42,1984.2863173059563,OUT027
FDD28,1162.8693477169845,OUT035
FDQ34,1781.5497197202922,OUT049
FDZ12,3728.107130556159,OUT027
DRE13,-522.920704580358,OUT019
NCN07,197.1927975493154,OUT019
FDM28,3012.0143896396025,OUT035
FDI10,2870.720142793463,OUT017
FDQ25,2780.9141421790437,OUT013
FDA38,1898.6423880090902,OUT010
DRI13,3504.919708427102,OUT049
FDY20,2951.7950477261584,OUT027
NCZ53,3088.091806338845,OUT035
NCM31,2300.635360442405,OUT013
DRB01,3085.6473880117255,OUT017
DRF37,4115.226378538681,OUT046
NCF42,2883.176059947871,OUT049
FDF16,2097.280198107034,OUT018
FDB41,870.9923040825531,OUT013
FDR34,3663.487874556735,OUT013
FDR15,2243.475105433967,OUT018
NCV42,-132.5904583991367,OUT019
FDW51,3542.920378128629,OUT035
FDU36,1674.2952199118167,OUT017
FDX60,1413.4095195301636,OUT049
FDY03,1998.4174769150804,OUT035
FDW55,3890.6205433156847,OUT045
FDT01,1495.4496865563683,OUT010
FDG58,2535.5890864747003,OUT013
FDK21,4041.70289152043,OUT017
NCS41,966.7085667089,OUT019
FDS10,2813.4414787993833,OUT045
NCT53,2598.162625672236,OUT046
FDJ28,2745.9335842640944,OUT018
FDX44,1352.1824448280588,OUT045
FDT20,376.94199664791984,OUT018
FDO44,1869.8764653557105,OUT017
NCX17,3780.3887641357396,OUT049
FDY01,2015.0558596434548,OUT017
FDJ12,4807.76471148639,OUT027
DRK35,334.8361815613715,OUT018
FDD47,817.8265643720658,OUT019
NCM53,1825.2402892742903,OUT035
FDO45,1487.2937971431304,OUT013
NCM42,-184.00181520674886,OUT010
FDE04,2950.847678602143,OUT046
NCI30,5336.6752052156935,OUT027
FDZ19,2806.8127501083127,OUT013
FDW57,2891.294834834438,OUT013
FDA25,1778.3715489427627,OUT013
FDT22,974.8962221520867,OUT046
FDP51,1977.8368566522413,OUT013
FDD48,3313.4252983316,OUT027
FDY39,3087.143228126643,OUT035
FDO48,1631.5315491480692,OUT010
FDD23,4434.906538872838,OUT027
DRN35,2065.120418185069,OUT027
FDT01,3572.708925271366,OUT035
FDC20,-1011.3670586760038,OUT010
DRJ35,1151.7834474725119,OUT035
FDB32,1510.5448732661764,OUT046
FDL24,2792.551582325954,OUT046
NCV42,1926.9111787170696,OUT035
FDZ46,1756.6553428865009,OUT046
FDC15,2508.9188679896142,OUT013
FDD08,-1257.3175425163467,OUT019
FDY50,1601.9620145497092,OUT049
FDD36,1939.9103413222897,OUT013
FDG57,2266.003501838585,OUT027
FDL21,453.8615049838131,OUT018
FDN16,3134.716065331767,OUT027
FDJ09,2215.796592554706,OUT027
FDS01,929.1477142499155,OUT010
FDV33,4250.038811265818,OUT017
DRE12,1921.5908459780167,OUT017
FDR07,1596.9272708127273,OUT013
FDP48,1041.934968089164,OUT010
NCB55,1074.0869071085122,OUT035
FDQ08,1054.9355357178194,OUT013
FDR34,3831.396675618089,OUT035
FDO33,1801.6542571689888,OUT046
FDP13,628.8664121819456,OUT045
FDX12,4033.5935476110863,OUT049
NCT06,2714.788250066611,OUT049
FDR16,1581.2221731986378,OUT019
FDE36,2667.2894234127984,OUT046
FDZ36,3073.802332528603,OUT049
FDV13,1396.265262236459,OUT045
NCZ17,738.6166129214917,OUT035
FDU56,2842.132703833436,OUT045
FDM09,2899.1152089369757,OUT035
FDV02,2832.9425618535956,OUT017
FDS34,1573.439707143621,OUT018
FDA11,1638.4859078616137,OUT049
FDP09,3452.3801101588874,OUT017
FDB29,3327.8876272397592,OUT027
FDT19,2954.7314386571975,OUT017
DRH15,832.2501421020104,OUT017
FDY38,3736.2440213435493,OUT046
FDF14,3869.1037122810876,OUT027
FDN48,-410.4533559206316,OUT010
FDQ12,3676.390652527094,OUT013
NCJ43,2654.324979136914,OUT045
FDE17,565.2250040875908,OUT019
FDB05,4075.1852448831105,OUT035
FDH10,2985.9128653192943,OUT045
NCR06,768.0684658637733,OUT017
FDU32,1669.182003281533,OUT018
FDD56,2895.0707750317442,OUT049
FDO36,2600.0146426411643,OUT018
FDH16,-436.0905282891868,OUT010
FDX10,375.4857683536428,OUT018
FDZ37,1571.0292383482556,OUT017
FDU31,1569.1853289804799,OUT010
DRC49,2344.3370562341142,OUT049
FDL15,2360.1537596122394,OUT045
FDN32,1112.2766974953756,OUT019
DRH59,2643.62297802798,OUT027
NCU29,2423.4172985616824,OUT049
FDR37,1117.3561506844571,OUT019
FDS14,2221.909700850652,OUT018
FDU02,5042.3651503249475,OUT027
FDJ08,3200.742639898516,OUT035
NCZ06,3909.873660928064,OUT045
FDO31,1462.6032653822747,OUT049
FDH31,1394.192066248092,OUT018
FDS58,2686.8466389987275,OUT017
NCA53,2241.1310510601443,OUT027
FDF50,3195.1767597546773,OUT046
NCW42,3589.921015415879,OUT049
NCQ17,2392.6127517409845,OUT045
FDK51,3885.137958551263,OUT018
NCW41,555.4957924491541,OUT010
NCR29,990.4722700836787,OUT017
FDB08,625.4025383512928,OUT019
FDA40,2884.1846430502565,OUT027
FDL14,2274.418223545176,OUT018
FDB47,3284.75895790419,OUT046
FDO03,3794.6268100856414,OUT035
DRK13,1214.0389563409308,OUT019
FDX13,2003.2314491227808,OUT010
FDF52,2904.444355548331,OUT046
FDT11,3062.015756955814,OUT013
FDB08,2645.0751573250755,OUT013
FDQ28,2302.213601087093,OUT018
FDD29,3919.249027951515,OUT045
NCQ29,5552.933804825474,OUT027
NCO02,1076.0873156116747,OUT013
FDR56,1226.3767037779994,OUT010
NCM54,2074.9320041999536,OUT049
FDP51,2058.615225654607,OUT035
FDT38,1403.8877365917892,OUT013
FDZ20,3719.1272399676645,OUT018
FDJ53,1964.3110029353625,OUT013
FDX13,4032.5175258549907,OUT049
FDP58,3631.2812747886173,OUT035
NCK31,-1064.1103199661745,OUT019
FDA35,1735.8275425863617,OUT018
FDV37,2911.799041461934,OUT018
NCO07,4804.295436404881,OUT027
FDA20,2904.4135549817915,OUT045
FDZ59,2864.3527040963277,OUT035
NCY17,830.8395817081187,OUT017
FDQ28,2624.068989982799,OUT035
FDV35,2563.58355059645,OUT017
FDQ36,678.8819391637469,OUT013
FDD34,2317.8849013355334,OUT018
FDK51,4174.653113652361,OUT045
FDV31,2934.321749386008,OUT035
FDR04,1694.2209505474889,OUT035
FDR14,1018.4648084432267,OUT049
DRC36,875.6214933211888,OUT010
FDE39,31.393968330907683,OUT019
FDP57,1776.43413851685,OUT049
FDE57,2253.6206701529622,OUT046
NCN18,1765.0838700342465,OUT046
NCQ05,2087.6742638207475,OUT018
FDW47,2065.8621221260832,OUT035
FDV46,2342.8587221472667,OUT035
NCP29,940.7888219548529,OUT045
FDE09,1499.280691433242,OUT018
NCU06,5055.987417084786,OUT027
FDT19,884.2390316334861,OUT010
DRF15,2509.176972547124,OUT017
DRI51,2717.872586644933,OUT013
NCX54,1684.1129923031458,OUT013
DRE01,3829.6425198248226,OUT013
NCB07,3001.9076870348713,OUT045
FDU50,2019.121515409393,OUT035
FDG40,731.5021909169609,OUT035
FDW10,2508.8254678163726,OUT018
FDX51,3149.4130292292716,OUT013
NCP17,941.6908242462878,OUT045
FDP21,3164.596661536007,OUT035
FDL04,1624.0843189365464,OUT045
FDV23,2003.1430510399564,OUT013
FDF24,1358.7677635349178,OUT046
FDH56,3318.9075802597145,OUT027
FDB51,1113.4686066319448,OUT049
FDI58,3027.508911781294,OUT027
FDR20,856.3854105368669,OUT013
FDC51,1733.1797887225844,OUT018
FDB16,2848.0204634832353,OUT027
FDE40,1135.4153237088613,OUT049
NCM17,855.9096727315032,OUT035
FDU56,3146.8190954332226,OUT035
FDS32,388.18256858680184,OUT019
FDX02,3643.0903242399663,OUT049
FDT39,3923.827600665164,OUT027
FDE35,1088.6788565237007,OUT017
NCI42,1397.813213502884,OUT019
DRL23,1682.716905265238,OUT046
FDA10,1955.0896382954083,OUT046
FDA11,1576.5674763795878,OUT013
NCM06,2439.1610813846314,OUT046
NCT05,4182.190882471783,OUT035
NCQ02,1009.7800657862713,OUT010
NCY06,2144.644485806022,OUT049
FDY56,3736.4613573924335,OUT035
FDL02,1866.2195314301384,OUT035
NCI06,2949.9023290889604,OUT035
FDQ14,2324.5341869871486,OUT045
FDQ12,3711.4572970875597,OUT017
FDP36,853.5449283088808,OUT046
FDK21,5409.310586326214,OUT027
FDO40,2286.736525886063,OUT045
NCK54,20.82655913437361,OUT019
FDY09,2528.4991437630174,OUT018
NCW30,4185.703732355282,OUT049
NCC55,2109.819142143103,OUT027
FDE58,1602.087240560289,OUT018
FDR39,2954.320249969422,OUT013
FDU28,3102.5359727329933,OUT049
FDH08,3708.277642958231,OUT017
FDG35,2756.2167061624364,OUT045
FDG22,740.8694523296117,OUT049
FDC34,2680.5081897550795,OUT035
FDP15,3744.500596760018,OUT018
FDK34,1863.6896073856874,OUT010
FDU45,2041.3336664223198,OUT035
FDQ04,2125.854013443405,OUT027
FDX22,3085.3388521445363,OUT018
FDB45,1769.1210514295308,OUT017
NCH43,4858.652077110809,OUT027
DRE60,3531.12995107707,OUT046
FDD17,5181.568252167316,OUT027
NCM54,2111.872702272381,OUT017
NCH55,2041.8865504432765,OUT013
NCT06,2701.9397611219497,OUT017
FDA48,4953.663737130769,OUT027
FDY58,5058.266472616476,OUT027
FDO25,3278.3220942852554,OUT045
FDN50,1504.1814322937669,OUT045
FDH35,2765.26439321735,OUT035
FDK09,3526.0462386589165,OUT045
FDO16,1369.9017257931962,OUT013
FDW11,979.3719077073888,OUT045
FDU47,3786.5263270721316,OUT027
NCQ42,111.6520945696991,OUT010
FDK55,2893.1529590939326,OUT027
FDN08,2004.8412626225236,OUT049
FDT57,3685.7867789215543,OUT045
FDJ12,3049.557282814227,OUT018
DRL59,953.6389885540646,OUT017
NCN53,577.5664783488785,OUT046
FDO51,-1135.870482460596,OUT010
